Device ID,Task ID,Device CPU,Device Memory,Device Network,Device Storage,Task CPU,Task Memory,Task Network,Task Storage,Optimal Scheduling
259,1,0.8958888658588254,5.45884634391765,0.5531966255428827,50.032977986197025,0.7979464714376919,1.655081535892537,0.7151867624967831,25.608916838462804,1
921,2,0.6805281616495735,3.6428636307227924,0.4785940748140718,71.0052487731558,0.507271669786108,5.303582046159044,0.18555055826009506,52.286483777667115,0
202,3,0.8551186867894458,7.376990485520422,0.5878969712780665,84.95174512918561,0.46837895177285016,6.174304683976693,0.8427567173859796,85.24983631920296,0
627,4,0.44384647227698093,5.933185679065029,0.9601547687751713,57.28491744750737,0.3865734732586298,9.332666273863305,0.38644316196434414,14.199195670089992,1
78,5,0.154542803190273,7.997671435636644,0.22911589929898613,49.072549868636244,0.7705052444323515,4.352550370710174,0.44069200122824703,10.68471581203552,1
630,6,0.5867432147047184,6.272399904928831,0.2770182279747041,77.51855785620079,0.3626917201356903,1.3493237737390396,0.42122694909758085,33.7092052004441,1
706,7,0.21153110719005597,5.475849473273956,0.39730674111291275,21.352007525084503,0.7297569152275662,9.555995799355141,0.8305190076969928,55.91024418612141,1
314,8,0.6743172739691368,1.1897244644740872,0.24796681005786353,38.51648185141764,0.5303812291783597,2.118448448889789,0.1788212245894779,54.626642867895086,1
9,9,0.3725873296375217,6.803775612698448,0.8115544587715943,75.02810176388193,0.2475492274969061,3.234897450569682,0.8412916498946218,24.306434368799575,1
53,10,0.6296535938224811,6.806098622488464,0.8011739855018458,45.82932508622905,0.32814570393536646,7.515017846849152,0.32353040678549905,18.37090780652345,1
6,11,0.7938578331714393,2.093756972161925,0.649584354391941,72.08991195088258,0.26709435463757647,9.818285812351784,0.8939302195545836,79.0228725407982,1
192,12,0.6115071031505963,3.5893377424242745,0.8137141491151635,95.96504786217207,0.23347436379802264,6.021950774120731,0.8497458724383604,65.96346881346943,0
202,13,0.6699450149902066,9.144847480119104,0.9780526739238878,74.81637781309084,0.9544590562609948,1.6319935061841835,0.6962197925821645,71.7816211128772,0
863,14,0.6021432880602535,3.712228859659144,0.4671385668106329,53.509594421447446,0.7154592261939715,8.147138009556041,0.24979222930983463,90.86433824925591,0
962,15,0.8635042294222957,5.45884634391765,0.8526285122721411,78.68048676857818,0.8299523154393246,4.97005270433948,0.5459384447501521,29.15562595682413,1
36,16,0.6365785086656904,8.792715757319595,0.4651147411805924,17.371202955059555,0.48166651028788854,4.747575692936728,0.3223392077807907,81.35717608135721,1
212,17,0.1765986188092073,2.563842446629764,0.3892500247523807,30.84924954555238,0.16004094574619343,7.955910387338761,0.39337220348105983,80.59658435047943,0
888,18,0.23212202683656744,6.13234596581696,0.6692656341975333,31.231018394118976,0.4366825718888616,7.429779132055127,0.8637632575874294,82.97635700510473,0
762,19,0.18712398402274522,1.1676024790319786,0.6728106204593269,12.817177073181197,0.2167280196995408,7.2512865342647785,0.428854812748777,51.65114614709967,1
176,20,0.37946480697523477,2.1493515644091388,0.7296574075944762,56.0141827736757,0.17351669122603922,6.247529272357573,0.43777978898524417,64.82222002465346,0
679,21,0.5723186251067646,4.830867839342929,0.6306857777227115,72.49295168043429,0.9658381584712004,8.027738873664843,0.1804379165385928,66.85156083164523,1
53,22,0.9827598706089825,8.745485714564301,0.4500735184930874,40.96614830418028,0.4177821374652949,7.817593170527941,0.6606216297630328,91.29373712387726,0
885,23,0.7158938133694045,9.358526788757944,0.2716579634226949,10.603413452640497,0.6987186046464375,3.7008245817716956,0.6482881112705313,58.72069249047759,1
953,24,0.9827598706089825,4.029111214772979,0.5471933617025858,40.66480060496452,0.9667883296794719,2.4068127255198726,0.9180639803918844,92.72802921702171,0
381,25,0.7779307620908851,4.888646154579653,0.19512500206839706,56.0141827736757,0.1633500840813935,3.6892100400674552,0.680629086647018,79.11345226577475,1
988,26,0.559886143599678,2.1572449556311057,0.7820383959983553,64.35092174990375,0.3473497878975358,7.97540283808161,0.6643064837622968,73.03688331381696,1
2,27,0.4138392513896558,4.362064831603626,0.2631249391746684,60.132532711857415,0.35527769481267746,8.992086451305672,0.11293957599901833,10.26840286550932,1
520,28,0.7032594839027546,1.1676024790319786,0.3693996982704395,56.381329401671245,0.27000895369308064,3.8035401120990855,0.9651791295830474,82.64894444589335,0
607,29,0.8818216156962068,7.406461509299762,0.5698380800416362,74.75719020247315,0.27820413111974285,1.1741083987165686,0.9289526366497806,10.532314215698369,0
447,30,0.4050582095210433,4.624878006203804,0.17466312338721238,38.81951470297746,0.308035251378276,7.016967612690086,0.5920455770883402,55.82040463196863,0
87,31,0.6652224589166172,1.6118558780599672,0.8836059542559725,18.13021458881366,0.7274532714547416,4.928945338150216,0.31886503575356917,88.5270991257616,1
